PG.ProteinGroups,"[1] 1_2-A,1_1_9293","[2] 3_2-A,2_1_9297","[3] 4_2-A,3_1_9281","[4] 5_2-A,4_1_9305","[5] 6_2-A,5_1_9287","[6] 7_2-A,6_1_9303","[8] 9_2-A,8_1_9288","[9] 10_2-A,9_1_9292","[10] 12_2-A,10_1_9299","[11] 15_2-A,11_1_9280","[12] 16_2-A,12_1_9308","[13] 17_2-B,1_1_9284","[14] 23_2-B,2_1_9289","[15] 25_2-B,3_1_9304","[16] 26_2-B,4_1_9282","[17] 27_2-B,5_1_9296","[18] 28_2-B,6_1_9283","[19] 29_2-B,7_1_9307","[20] 34_2-B,8_1_9309","[21] 42_2-B,9_1_9294","[22] 43_2-B,10_1_9302","[23] 44_2-B,11_1_9300","[24] 46_2-B,12_1_9301","[25] 47_2-C,1_1_9285","[26] 53_2-C,2_1_9310","[27] 56_2-C,3_1_9290","[28] 57_2-C,4_1_9306","[29] 58_2-C,5_1_9291","[30] 61_2-C,6_1_9298","[31] QC01_2-C,7_1_9279","[32] QC02_2-C,8_1_9295","[33] QC03_2-C,9_1_9311"
Q1LVD9,33.89510345,21.57493973,38.20027161,23.79656219,16.50754738,28.91506195,31.50168228,37.71094894,21.57557678,28.9434433,30.03153038,35.76303864,31.50283051,24.96544456,21.40482712,21.81545448,19.11499786,43.30597305,23.69717407,25.36928177,22.28826714,22.93865204,21.31560898,NaN,27.32770538,20.65113831,27.11576271,26.99412727,28.58181953,29.45503616,32.84565735,28.7467289
Q1LVE2,41.18507004,42.29867554,43.03087234,44.03485489,42.89478302,47.3096962,43.95217896,46.51197815,43.8844986,37.77864456,44.95903015,36.33634567,44.86450577,43.85570908,49.120224,44.207798,43.65058517,42.43270111,40.43164444,47.02075195,49.72543335,40.49886322,39.19644928,49.92059708,41.77448273,34.74352264,41.4641304,39.72396088,41.94926834,45.27371597,50.72614288,49.70288467
Q1LVE8,920.2144165,956.2242432,927.2026978,1059.957153,956.7600708,1042.576904,1009.752747,954.4141235,1026.271729,1019.796143,993.1513062,1033.692749,1023.63501,980.6472778,1020.585144,962.8855591,1009.454651,903.7438354,993.3561401,989.4575195,1015.838501,939.1112061,955.7300415,1007.000732,1058.973511,1022.441772,1018.505493,1103.243652,1068.63269,1012.483032,956.5172119,1071.714478
Q1LVF0,624.8268433,543.4680176,557.4501953,567.0006714,532.1565552,544.1421509,577.3405151,588.727478,544.1468506,514.7097168,504.8718567,556.2420654,549.8905029,441.5714722,383.8993835,450.8863525,446.0681763,466.4005127,514.213562,506.3890381,558.0541992,553.9899292,493.4119568,577.5345459,694.9630737,430.2778015,544.5222168,583.4193115,650.9943237,536.1364136,620.9157715,503.4181824
Q1LVF3,66.42389679,58.68817139,66.24288177,73.55134583,53.37714767,55.65322113,55.897892,59.44199371,67.73617554,57.4125061,66.37953949,60.98590851,63.80683517,58.99019241,67.19235992,59.63602829,63.43466568,61.87760162,57.74466705,63.15542984,71.5007782,71.79191589,61.95596695,74.34051514,57.48929214,59.6222229,64.88739777,71.48251343,64.40338135,70.88692474,55.04113388,59.77627182
Q1LVG4,13.28511715,24.54802513,27.2356739,24.90060234,21.20508766,15.6829319,28.69862175,30.73579788,32.26459122,36.92116547,19.56293488,30.78946877,26.93696785,15.05422497,18.86450195,23.66383743,31.76031876,20.36096954,25.3600769,28.71480751,20.48257828,19.34845352,27.17006302,22.00109673,21.94836617,36.44631958,23.84133339,29.21436119,22.5262394,29.17212677,29.54925537,27.45635986
Q1LVI2,1972.365967,2032.331665,2067.595947,2041.124756,2274.507813,2406.293945,2013.491943,2153.067383,2144.359131,1984.795166,1944.000244,2511.804199,2120.260742,2122.80542,2129.887939,2065.249023,2122.804688,2362.944336,1911.684082,2006.897095,2034.417847,2000.338745,2051.837646,2348.830811,2194.491699,2207.273438,1892.607422,2436.933838,2100.117676,2208.266602,2109.155518,2248.083984
Q1LVK2,168.5305176,148.1815948,127.8696518,123.7926941,150.8958282,164.1212616,187.0719757,183.896347,185.2819672,150.078949,159.6721191,207.8319244,131.1045837,155.346405,140.3132324,165.1991882,182.7186127,140.6166382,121.941864,152.1789246,142.0809631,160.125824,138.585968,147.079071,115.9996109,121.2767105,135.4144897,164.0914764,130.8145447,125.524559,158.0423889,111.6856155
Q1LVK6,56.03184128,51.59395218,61.66792679,72.63209534,51.01664352,50.73511124,48.46232986,52.4076004,66.1914444,66.80158234,61.76137161,58.94604111,59.43075943,56.07356262,61.66202927,62.9243927,42.66006851,62.30899429,58.47651291,60.91490555,46.77819824,56.37516403,53.81983185,73.69852448,65.16046143,58.64411926,50.79029083,53.81829453,48.71577835,55.8441925,64.68738556,66.28279114
Q1LVK9,46.40404892,37.55386734,48.72734833,26.06115913,39.44197845,59.92554092,36.20653152,44.48860168,33.04036331,47.35141754,47.63730621,31.11725616,40.1483078,33.40314484,48.13217926,34.21536255,32.03717041,41.59305191,39.99110413,47.97781754,38.20376205,41.20740509,37.6088562,43.51992035,44.87072372,41.71213913,37.26173782,41.80042648,52.5421257,57.59464645,48.57316208,34.96500778
Q1LVL3,3796.816162,3677.375,3827.136963,3871.618164,3631.632324,3883.757813,3576.069824,3400.781738,3718.561768,3562.968262,3576.039551,3456.71582,3602.360107,3624.590088,3781.647705,3596.053467,3523.569092,2786.323975,3345.218262,3623.802734,3530.804688,3593.951172,3604.105713,3757.547852,3698.485596,3529.952148,3427.713379,3637.941162,3301.599121,3567.57251,3603.642578,3689.450928
Q1LVM8,432.4511108,362.9042969,368.8286133,421.444519,382.4052429,524.7948608,385.0440674,440.2760315,363.8924866,433.2763672,355.8245544,337.834259,398.698761,381.4936218,356.3126221,425.710083,411.538208,333.8764343,348.8026733,396.5047302,400.6765442,373.6437988,344.0346985,437.2702332,368.40271,365.3183289,355.869873,490.4064941,352.3711548,395.33078,353.9586182,411.3645325
Q1LVN8,77.2917099,91.30367279,74.37354279,81.19287109,77.80195618,85.05738068,88.91892242,86.19631958,75.52121735,92.65604401,69.9726944,84.4458313,85.33454132,77.34246826,89.21880341,77.8456955,76.856987,68.47478485,71.28047943,71.10639954,81.37460327,70.15646362,65.42259216,98.21027374,66.06874847,63.70333099,75.42865753,95.87670898,74.53488922,76.14346313,80.06027985,86.97008514
Q1LVQ4,51.95082092,53.55575943,59.26561737,85.85910034,34.73698807,66.49182129,62.70471573,76.74428558,54.19825363,68.66991425,42.93811798,89.47040558,49.64338303,51.74599838,60.23709106,46.4909668,60.34950256,58.03134918,48.07822418,71.91278839,62.11821365,38.72932816,63.1421051,81.03379822,59.65382385,57.22753525,50.36664963,66.80878448,64.1925354,81.6836319,55.04610062,49.45485306
Q1LVS2,38.87340546,41.29736328,42.61964417,38.28863907,44.4491806,44.16303253,35.01728821,36.19955826,38.69459152,33.69896698,43.48332214,41.61037064,37.56452179,40.64936829,37.58800888,44.96107483,35.93205643,38.975914,38.48310089,41.89212418,43.49643707,47.64317703,42.76652145,39.48396301,37.7484169,46.12535477,38.37556076,33.22104263,40.59261322,40.29715729,34.39176559,44.00479507
Q1LVS6,35.00411224,20.95362473,13.34140968,NaN,23.48615456,19.68821716,21.62626266,26.9395504,NaN,13.5877552,23.74603462,30.17174149,30.05848503,22.63932419,17.56701279,19.76272774,25.50125313,19.87796402,25.20388222,24.01770782,33.26846695,26.90467644,19.54519844,23.86720467,27.39311981,38.91362,21.96341515,15.2715559,22.41736031,22.14499092,26.56298065,23.54325294
Q1LVW0,1176.718872,1142.326904,1250.193115,1289.95105,1186.187256,1216.872192,1142.699463,1083.007813,1143.408081,1155.313843,1074.591797,1009.611572,1150.125366,1184.42688,1066.410156,1201.959229,1170.974487,1084.547607,1144.530151,1166.932251,1164.290405,1102.796143,1112.894653,1143.344238,1126.555542,1069.758179,1056.155396,1183.449829,1103.785889,1306.177246,1012.955139,1104.380371
Q1LVZ2,42.17076874,29.4223671,18.62260628,28.88381577,30.00669289,NaN,31.2246666,34.70166016,31.98788261,43.87320709,32.15313339,28.47779083,23.76226616,14.07514763,21.32701874,40.91090012,25.5540657,40.06824875,29.45948029,29.39969254,37.74167633,36.60359192,32.91532516,24.73278046,29.58853912,25.59280396,29.13692474,NaN,26.71213531,33.61443329,25.82589531,31.50839233
Q1LW16,69.72549438,105.8140259,52.58953476,141.2059479,113.5548096,140.6255035,121.9674377,121.1925812,77.95609283,84.92710114,113.5530701,97.13117981,97.7857666,109.1958008,NaN,92.82807159,121.3543091,96.79481506,85.89479828,111.8877182,92.97640228,101.4393768,114.9344254,NaN,113.4278488,93.73020935,82.65925598,107.0987244,91.30767059,NaN,99.76848602,131.1737366
Q1LW89,NaN,5.856732845,27.0502243,20.93111229,17.8571167,NaN,17.15387535,17.28735542,15.64106464,NaN,13.63075733,33.74740982,22.23924446,13.91755867,NaN,13.43980122,17.42192078,NaN,18.8105793,27.27914047,22.07189369,30.01437378,7.268449306,30.76395226,NaN,24.16574287,NaN,NaN,NaN,25.25217819,27.82163048,24.81554413
Q1LW92,59.48117828,52.889328,64.42307281,NaN,56.25354767,NaN,NaN,NaN,59.41838074,54.40452957,67.07174683,68.37093353,54.72983932,64.133461,NaN,52.5883255,57.47355652,80.27018738,71.51319885,41.43021011,51.79415894,37.86724091,63.74399185,NaN,57.03774261,NaN,48.28376389,NaN,NaN,74.63873291,47.24197769,NaN
Q1LWB0,56.98262405,59.30312347,59.16772461,58.35017014,57.05508041,62.71887589,55.95307541,58.58111191,62.51285172,51.56907272,54.26792526,65.25405884,52.34044647,65.596138,51.90871811,67.90924072,71.21611786,65.36698151,62.5703125,59.59393311,71.95446777,53.63502502,70.48935699,64.12353516,52.94710922,71.57563782,62.20343399,56.02567673,64.92736053,66.49816132,51.71765518,48.5450325
Q1LWC2,298.9448853,168.581955,223.8003235,198.9617462,204.8726654,206.1743317,263.4577637,215.8597565,353.5583801,260.5102539,195.5833893,264.9066467,210.1845398,217.1753845,368.1843872,244.130249,231.4384766,210.1847076,231.1387177,315.4388123,330.7576294,243.8657074,367.2250977,249.4510193,412.7466431,360.4172668,378.882019,254.509201,337.7720337,291.5714111,294.2858276,307.0926208
Q1LWC3,300.2640381,167.5312042,165.8582458,142.6495819,166.3875275,139.8888092,254.1349792,172.7313385,212.323349,178.0661621,151.7049866,199.2227325,184.1941681,156.7265167,252.465744,173.8923035,181.298172,130.3687286,167.5154572,238.4549713,225.4116669,184.1998901,244.8245392,165.7251434,240.6473389,249.0231171,246.3770599,218.1609344,217.5795135,189.9843903,220.9116821,208.9332581
Q1LWF3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13.22281361,10.82092667,NaN,12.05902195,NaN,NaN,8.083638191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.70711136,NaN,NaN,14.89750671,NaN,14.8241663,NaN,18.71332169,NaN,NaN,NaN
Q1LWG5,44.22911072,45.72278976,46.26251221,52.74888229,25.26532555,21.76117706,44.38928604,68.54097748,43.29687881,36.70146942,68.79328156,57.76058197,60.51963806,57.73797607,47.59865189,50.29720688,72.40019989,49.21060562,66.64876556,40.9561882,57.84883499,56.73574066,35.30701828,52.77294159,33.94122314,50.67074966,59.87721634,57.60330963,37.63423157,39.86085892,48.94758224,41.95343018
Q1LWH1,3827.037109,3388.636719,3496.710693,3392.187256,3078.849854,3986.565918,3232.162354,3359.430908,3466.901855,3313.352295,3664.882813,3420.664063,3298.300049,3243.234131,3434.156982,2986.511475,3208.831787,3128.413818,3143.466309,3086.450195,3278.175781,3064.718262,3179.900879,3305.565186,3659.494629,3342.138916,3320.276123,3535.026611,3462.641113,3636.530029,3310.727051,3506.189697
Q1LWH3,NaN,9.722611427,12.3350544,8.814459801,6.931523323,11.27523899,7.158539772,7.781905651,10.9309473,15.84998798,5.703550339,5.583500385,5.640253067,11.24803162,6.65195179,1.734544873,6.591158867,20.0748558,14.89018917,6.879858017,8.341382027,6.499421597,8.879590034,7.392087936,11.93048477,5.894436836,14.74366188,16.87814522,2.785444498,6.768288612,2.066824198,6.537883282
Q1LWH6,58.73793793,43.34576035,32.93725967,48.83974457,46.67411423,65.91692352,37.90204239,49.4887886,47.21563339,59.16107178,41.83454132,57.13089371,40.33573532,34.93525696,42.47162628,45.09810257,37.03384781,43.97150803,41.46025467,36.67306519,50.50645065,37.91286087,45.59300232,66.95687103,47.78058624,58.30752182,54.06230164,53.03134155,53.48079681,49.16697693,47.51848984,37.61300278
Q1LWI2,6406.338867,6368.060059,5829.725586,6982.151367,6435.381836,5730.308594,6742.606445,5686.571289,5335.301758,4954.104004,6228.054199,4846.604004,5676.871094,6492.353516,6133.09668,5712.072754,6259.452637,5911.372559,6161.13916,6875.969727,6465.487793,6292.492676,6578.120605,4965.824219,5207.969727,5430.681152,5600.867188,4532.959961,5633.312988,5904.280273,5848.335938,5650.221191
Q1LWJ1,2092.143311,2354.587158,2645.380615,2547.568604,2320.507813,2119.312744,2407.018066,1976.045532,1973.759033,1925.90686,1965.361938,2358,2087.787598,2280.198242,2245.195557,2540.739502,2308.939941,2224.66333,2039.788818,2498.544678,2228.927246,2124.297607,2453.742188,2240.267334,1991.432617,2062.550781,1791.582031,2076.81665,2038.04895,2173.513916,2153.716064,2317.232178
Q1LWJ6,247.3727722,286.6370544,279.9555359,291.3224487,228.5918121,203.9630737,268.15625,202.1777496,214.8942871,273.2073059,202.126236,270.7330933,171.4913635,225.5998535,269.2761536,228.2422943,235.6775055,168.7411652,171.9943085,222.2642975,182.599823,208.6213226,243.068985,195.4742279,217.0685577,209.3588562,211.8980865,199.7867279,229.9563751,261.96698,224.1362915,228.1771545
Q1LWK5,29.90653038,33.37316895,19.6384697,24.7065258,24.30467224,25.49777985,26.28877449,26.20597267,32.18815231,20.11061859,23.46194458,33.74237823,22.57341576,20.32120323,29.39493179,21.34160614,34.60390854,25.9371624,26.27066612,22.79915619,21.68525314,28.92736053,18.92770004,28.73683739,28.47930527,29.66497421,31.65641403,37.45518875,23.31907082,31.50185776,33.2893486,31.03533936
Q1LWL1,112.5014877,128.36586,127.1536713,132.0692139,93.05568695,107.0885468,89.25158691,131.8988037,106.389061,132.4409027,116.4179764,90.30181122,119.1708832,108.5271606,80.00853729,154.6727905,115.3219299,107.6918259,80.2376709,88.69550323,86.50297546,107.2031479,113.3765182,117.6469727,118.4012222,111.3045731,105.3696671,124.1848297,103.8357773,127.7876129,130.749176,125.9774017
Q1LWN2,3662.169434,2440.071045,140.1320801,310.0303955,152.1969452,3043.040039,102.347702,2590.942383,3808.787842,3711.739502,3831.182861,4571.445313,4680.929688,265.4522705,156.971756,139.1677704,170.5431976,135.9217377,1882.22998,115.7246704,129.6762085,135.1409607,113.0625763,172.8423004,4535.151367,4015.757324,3737.087402,4254.635742,3969.400635,2375.752441,1909.542236,1921.68103
Q1LWP9,129.6248016,42.01723862,47.79761124,40.4711647,33.42922974,53.73493195,134.6051331,56.50251007,150.7191315,34.40221405,40.58255005,55.37004089,40.82954025,34.78981781,176.1209717,46.42863464,42.64771652,43.21218109,42.20399475,149.2274628,131.5649109,45.87892914,167.9048462,64.78381348,157.9749908,152.9559174,143.2412109,87.44297791,137.1549683,80.42349243,90.07800293,113.2015686
Q1LWV0,22.46679115,10.44029522,11.26011467,14.75985527,23.07598114,11.07855415,17.05076218,5.101414204,7.208699226,14.31234932,15.86698914,4.85457325,12.71884632,18.95029831,13.04039192,9.073108673,19.40912628,16.51096916,19.16363525,8.654350281,21.52020073,15.65812397,15.63880157,33.34692001,14.26809788,8.048452377,16.0867691,28.2996788,13.6694603,8.02660656,10.67465687,26.21094513
Q1LWV7,124.1892929,121.2550507,133.782135,109.184021,124.64888,120.1040802,122.57164,97.54437256,121.2697678,121.3635559,125.8902512,113.798233,134.969101,123.7073288,106.2315903,126.0475922,116.324501,95.91425323,94.47731781,121.0163574,122.5803833,108.7704544,116.1156311,122.7641373,114.0933609,126.3564377,107.2905655,145.1068573,136.5610962,121.7089081,118.8962097,110.428894
Q1LWX3,31.76241302,49.29898834,72.13171387,42.13648605,54.74956894,23.37853432,45.41368103,51.78833389,39.85460663,35.90771866,34.50540161,38.44149017,53.27475739,55.82963562,36.32697296,22.98874855,44.37107849,28.53072166,35.1244812,19.92029572,40.07451248,44.62872696,38.05355835,26.21802711,35.34171295,44.15517807,37.69389343,20.5459938,40.21017838,70.67984009,51.94319534,43.71926498
Q1LWY5,20.06875801,15.5866518,25.72312355,24.47976685,28.08939743,35.20851135,21.0384922,17.9087429,22.37587547,20.67198181,25.05305481,17.93628311,19.01961899,16.92773247,18.41812515,15.85753632,13.40738487,21.7728138,31.11301041,23.5972023,21.29841232,26.74844551,25.17539215,19.46219444,28.75098801,20.09061432,22.73067093,25.39071655,33.14020157,25.6544838,20.07367325,27.12324142
Q1LX40,870.171936,1111.783081,1012.819519,999.5413818,1158.615479,1106.321533,996.2433472,1082.317627,1171.131348,1178.149048,1081.200439,1179.772095,1124.494507,1036.769897,1070.326782,948.4425659,1072.530884,1024.810913,1021.499268,969.5849609,1042.849487,1059.688232,981.4313354,1115.622681,1089.273438,1368.059082,1112.568481,1197.540894,1189.500854,1118.55188,1133.740601,1093.155884
Q1LX49,345.6712036,321.5003662,279.6314392,297.6682129,325.4607544,307.1392517,299.8840637,307.4842224,381.3552551,341.1834717,363.1803894,319.9300842,362.7498169,355.7880249,357.1061096,321.7843628,330.4190979,295.0853271,306.4698792,304.373291,351.6656189,346.1559753,324.5467224,362.4518127,353.4541321,386.9527283,372.0259705,311.245636,389.2542725,371.4459229,325.8233948,337.0389404
Q1LX53,73.82723999,57.38042068,79.17477417,103.0759201,74.57968903,73.319664,75.56077576,68.65003204,73.19966125,65.8446579,78.49563599,69.66653442,83.01239014,77.30342102,63.34157562,85.01676178,72.01409912,53.281147,74.86746216,73.75126648,67.39742279,63.76641464,62.48928833,83.95110321,72.31774902,86.15548706,78.88616943,75.91613007,80.82167816,88.42742157,84.17126465,84.83045959
Q1LX59,118.5188141,148.4216766,170.1452179,163.0968475,165.8721619,165.5614624,171.7088013,169.9203339,162.2844238,157.8999329,174.3359375,143.8009796,136.323822,158.3419342,179.8242188,166.6843414,199.8416595,189.440506,183.5128784,181.8300323,158.5254059,156.9676208,124.4550705,134.2716675,150.3186951,196.1372986,177.8747864,205.9442902,163.7871094,171.1135864,193.6044922,127.9923019
Q1LX72,615.8418579,722.4664307,789.4175415,698.1050415,616.4960327,707.1922607,647.5953979,743.5175171,593.4661865,745.3234253,668.7619019,722.6885986,599.2805786,563.4962158,620.9073486,677.6904907,655.1491089,519.9609375,674.7356567,658.1194458,612.8338013,547.6326294,629.248291,582.4009399,601.3556519,586.9908447,581.4419556,735.2060547,640.348877,643.9168091,635.3925781,657.7612305
Q1LX84,72.1110611,73.45938873,80.38452911,85.79293823,75.18193817,81.07035065,79.47201538,86.22879028,62.33662796,88.4005127,73.45608521,69.96382141,86.88632965,80.38098907,70.85419464,72.3287735,81.18191528,74.51064301,70.09353638,66.28501892,80.36174774,77.69049835,77.97866058,78.71274567,66.03347778,75.80967712,79.15610504,80.56869507,80.08575439,66.35496521,60.07439804,83.34347534
Q1LX89,64.46567535,105.7132797,113.1678085,76.38531494,72.59441376,73.96509552,87.50587463,84.19651794,67.15665436,94.16066742,82.22200012,71.89893341,67.52158356,99.10182953,91.59746552,68.73453522,71.04062653,103.2959213,91.40645599,94.13796997,107.2314148,90.59194946,98.92591858,93.9794693,83.96611023,86.38748169,95.76066589,89.58278656,103.6731262,83.96854401,77.36154938,82.79140472
Q1LXA2,132.8410645,112.750145,116.1412125,90.89904022,108.1483307,76.0684433,113.3439941,93.70768738,110.0078583,132.4178467,108.2370911,108.1900787,90.51012421,86.69715881,82.05453491,152.1844177,107.6875076,155.325119,136.0876007,108.8378754,113.7838058,140.5258636,123.8287811,82.57815552,90.30924988,84.65748596,111.5023499,149.2929993,150.0263062,105.3175888,107.107254,134.8157501
Q1LXB2,210.7823181,231.7761078,263.4129639,300.7795715,157.0476685,227.4687195,174.6674652,178.296463,197.1515198,148.1257935,205.9748535,265.2145386,160.2606354,134.7329559,143.0867462,252.6773224,155.0743408,146.631485,215.7986908,180.5713501,196.214859,236.9548645,169.3593903,196.0660858,242.5401001,139.5836334,200.7258453,228.7140808,206.889801,213.4473419,171.2063751,199.5357666
Q1LXC9,47.95558929,48.77568817,43.36283112,44.98313522,35.33538437,41.85704803,44.43758774,46.94559479,49.35152435,52.86295319,52.73390961,49.57860565,50.22418594,41.78845978,51.53857422,45.07425308,50.34140396,44.02547836,42.26434708,36.96003723,45.48379898,42.85714722,39.39953232,48.85943985,39.45410538,46.14127731,42.7647171,43.59651184,48.02317429,47.64798737,42.99783325,46.32263565
Q1LXE1,2691.894775,2017.450195,1886.145508,1816.063599,1639.408203,2599.371826,1526.493286,1772.376831,1674.998535,2001.080933,1847.662476,2193.901123,2161.415283,2034.919067,2207.303467,1679.115967,2019.491455,1467.350098,1753.63916,1576.222778,1682.31604,1257.661499,1538.44458,2072.175049,2098.974854,1810.616089,1690.081177,2584.035889,2293.049561,2162.224365,1553.971313,2019.45874
Q1LXE6,60.35550308,58.09770203,53.95479202,58.71903992,56.48605347,54.90604019,54.53870773,42.29130936,53.73973465,48.82346344,57.99619293,45.52169418,56.61084366,56.53987503,43.16029358,55.88234711,52.41550827,57.07013702,60.33302689,52.91557312,54.41090012,53.95041275,51.78364182,64.07823181,61.22386169,47.93080521,54.72584152,53.34748459,59.98028564,52.56060791,57.15634155,65.55857086
Q1LXG2,168.9402313,144.7960052,170.8733521,199.4774017,147.9327545,161.3972626,165.6082611,137.1078491,163.5126038,173.5636902,152.1838226,148.9835968,149.5270538,129.0869141,152.6371155,141.5214233,156.7554779,152.3500061,88.83930969,175.7074585,186.4825745,128.6119843,148.4709015,182.006546,153.5487213,190.1785583,157.706665,152.0883636,188.2007294,174.4769592,154.299881,154.6774292
Q1LXI5,77.10161591,93.99272919,102.7778702,128.4630127,96.53510284,115.1435471,109.2239685,104.6122971,96.801651,90.42256927,73.20723724,109.580719,103.9630127,102.8796539,100.8486099,87.89266968,79.484375,75.08581543,83.75798798,64.70399475,95.09288025,73.8241806,89.29780579,117.4055634,85.1204834,125.7583313,75.44812775,120.9182892,99.14924622,103.0454636,100.7188721,82.00002289
Q1LXK4,73.87374115,64.66172791,88.9595871,58.56899261,64.59376526,87.38991547,49.77013016,71.35189056,80.59680939,NaN,73.16051483,74.69315338,83.70386505,63.11580276,55.81376266,53.68213654,55.3127861,53.03791428,62.97145462,75.29110718,53.81349182,86.63626099,59.9545784,71.1839447,58.45303345,64.92330933,68.14260101,72.6266098,58.63037872,65.83289337,59.48134613,69.01750183
Q1LXL6,64.48943329,46.56735229,78.73033905,70.8152771,98.48240662,91.26066589,74.91772461,51.07992554,74.25788116,60.11652756,84.01325226,74.38972473,81.90707397,64.54359436,61.45133972,75.76822662,90.86824036,108.3739929,69.60917664,80.51277161,77.48856354,85.30093384,69.32460022,51.87693405,83.02494812,60.00454712,59.32264328,73.42722321,59.22076035,88.13023376,74.7585144,68.82068634
Q1LXP8,64.57144165,59.23692322,57.93746567,60.59714127,61.66544342,54.79852295,59.59806824,60.04924774,62.18731308,70.76727295,54.5816803,54.04896164,57.0368042,49.2074852,65.81232452,52.95294571,55.31228638,50.93054962,44.4874382,67.36579132,63.31414795,58.11592102,58.70338058,69.20043945,62.40999603,73.70046997,59.44279099,84.73079681,54.88524628,76.58892822,64.09210205,65.28639984
Q1LXQ1,NaN,128.6261292,NaN,175.1272736,86.58718872,74.39091492,104.3444824,84.19829559,102.0232162,116.6780167,57.04943466,83.23028564,93.89246368,74.87007904,83.3235321,84.74485016,55.01848221,90.77102661,88.39868164,107.9889069,99.85296631,101.8136597,62.76874542,153.6002197,101.180069,89.62203217,95.76954651,NaN,56.60515976,58.13123703,74.85680389,87.24815369
Q1LXR3,80.55319214,74.09542847,83.70009613,141.1537476,87.35832214,232.7901917,97.10157013,86.75743866,69.57382202,131.6411438,82.58098602,121.4219818,83.36591339,65.35547638,113.4167175,82.35351563,90.57328033,68.69142151,61.65409088,99.36306,104.6893616,88.48181152,78.28232574,179.7838745,93.91640472,96.45698547,80.45645142,143.5422668,113.7543869,85.97721863,93.6053772,114.689888
Q1LXS2,215.5877075,198.5948944,178.1630402,174.9458923,180.1953735,221.5876617,182.284729,225.8813934,211.0449829,196.5230865,266.7876282,162.0142975,191.9923096,211.8313141,208.8422394,189.4500732,176.2523804,224.7624359,171.1611176,164.4394226,177.3877869,142.7650452,156.3618317,211.6772766,201.213501,202.4007111,189.3562775,196.9954987,204.8076019,210.6381836,210.6403656,179.9385681
Q1LXT9,336.9715271,289.3287048,355.5196838,388.06427,301.8199158,383.8545837,311.0581055,335.0857544,305.2371216,273.1152954,305.0142212,306.0154114,250.2520599,312.803833,273.7434082,338.3574219,318.7589417,389.7447815,367.1401672,345.6473389,370.8318481,335.0722656,270.3264465,282.6122742,302.487854,346.1672974,317.3989563,309.5031433,275.7692566,308.3452759,310.6525574,362.7587585
Q1LXU3,89.09738922,73.88574982,76.6701889,69.02500916,72.40362549,61.385952,73.25525665,66.14780426,80.68811035,63.53034973,62.92183685,69.94112396,68.69333649,72.50079346,68.30431366,78.60653687,74.34252167,51.17399597,58.25090027,85.32183075,68.56807709,71.8925705,69.26419067,76.55164337,52.48638535,69.06993103,58.46916199,60.53255844,59.08311462,64.17139435,70.29608917,54.72507095
Q1LXX9,234.0182953,237.8994904,224.9079285,229.955658,213.5177155,204.2961884,214.0124664,200.4130249,212.977356,222.57341,213.1286163,264.8285522,223.208786,221.6900024,213.7818604,203.505188,217.855072,173.2397156,186.85112,205.2909393,203.9990387,234.9476013,206.8050537,232.9040375,213.2279968,210.3159027,209.7968597,208.8351593,207.8178253,232.2830505,209.2615356,227.8474884
Q1LXZ5,707.9053345,824.0830078,802.8322754,889.7856445,808.4604492,922.3488159,859.8544312,830.8283691,799.6815186,894.7592163,806.6481934,869.8375244,835.44104,810.0550537,889.5562134,762.161377,847.6254883,858.536499,859.6376343,849.5525513,848.6029663,840.1414795,909.2321777,807.260498,861.3793335,805.5834351,842.0042725,763.0839844,897.7989502,939.8206787,914.9590454,841.6573486
Q1LY10,610.0933228,569.1625977,608.3485718,565.2740479,613.9741211,627.5197144,597.5174561,587.9199219,541.1481323,598.9275513,580.4050293,571.8496094,569.3974609,551.6351929,617.5159302,603.2178345,621.7369995,615.7885132,585.0825806,570.9746094,590.007019,578.911377,592.4675903,604.3572388,573.1554565,614.6090088,562.9990845,568.6837769,557.3575439,617.7401123,573.5775146,578.97052
Q1LY19,128.846344,117.3880234,120.8988495,132.5331879,115.0308762,141.9294281,116.1680832,127.6235809,114.0667038,111.3356094,127.0853043,118.3794403,127.3389359,118.4749985,121.6402206,124.360878,116.9462967,124.0270691,131.6006165,118.1683731,114.6415482,128.028244,114.4177399,111.9970551,115.7574387,113.593399,112.5438538,131.0926208,113.227623,124.2456665,135.0666504,120.1319656
Q1LY46,825.1265869,752.0452881,825.6497803,796.4229126,1365.669189,1324.539673,1444.193481,1290.483154,1281.357788,745.430481,722.5133057,1276.227539,1230.355225,1288.073242,785.1190186,1343.777954,746.041748,1140.141357,674.9314575,1466.040771,1326.053711,735.9852905,772.0269775,1453.173096,745.4273071,746.1178589,737.5266113,1257.026245,1303.888306,1111.800049,1065.651978,1116.182983
Q1LY51,105.4442978,94.58599854,74.74350739,79.19813538,90.81562042,89.10636902,81.7026825,84.6778717,84.18682861,87.32992554,73.91249084,106.0331879,89.15029907,74.6229248,87.81936646,85.44635773,87.02803802,68.55973816,70.18094635,73.47039795,91.44823456,88.29187775,69.28612518,82.68016815,92.00418854,90.2355423,71.99620819,98.76109314,81.52783966,69.9502182,77.99681854,89.96728516
